Dataset:
X, y
0.5488135039273248, 2.481290670998618
0.7151893663724195, 5.046394586071445
0.6027633760716439, 4.273952567945392
0.5448831829968969, 2.098405862713467
0.4236547993389047, 4.759216591812313
0.6458941130666561, 5.833571515230552
0.4375872112626925, 4.491541204947728
0.8917730007820798, 4.495394166533888
0.9636627605010293, 3.8202356599925453
0.3834415188257777, 4.20477628340847
0.7917250380826646, 3.971998167274814
0.5288949197529045, 4.809129829641141
0.5680445610939323, 3.9124086613586573
0.925596638292661, 5.753428951361696
0.07103605819788694, 2.5694745717680627
0.08712929970154071, 2.96796106729657
0.02021839744032572, 2.0711552130417976
0.832619845547938, 6.283730030549649
0.7781567509498505, 4.461382345553171
0.8700121482468192, 5.012025808185158
0.978618342232764, 6.819005723754546
0.7991585642167236, 3.0497166315077244
0.46147936225293185, 2.113953088273062
0.7805291762864555, 5.310984237017378
0.11827442586893322, 1.1816998724926395
0.6399210213275238, 5.8633842496318636
0.1433532874090464, 2.016440881467392
0.9446689170495839, 4.086551939707994
0.5218483217500717, 5.4884869917306
0.4146619399905236, 4.724500611405995
0.26455561210462697, 4.6612257967404505
0.7742336894342167, 5.228745726578035
0.45615033221654855, 2.507225311594943
0.5684339488686485, 5.615366799704979
0.018789800436355142, 1.7883660303576847
0.6176354970758771, 4.655362887024026
0.6120957227224214, 4.783539135941012
0.6169339968747569, 3.6957918975334367
0.9437480785146242, 5.445323605889953
0.6818202991034834, 4.967667568876977
0.359507900573786, 3.4549492328769875
0.43703195379934145, 2.21169507081383
0.6976311959272649, 4.391131761987851
0.06022547162926983, 3.50706231157484
0.6667667154456677, 3.305732286605638
0.6706378696181594, 3.862279068526807
0.2103825610738409, 2.1959941314998854
0.1289262976548533, 4.236042621443902
0.31542835092418386, 3.618579809784987
0.3637107709426226, 3.4985941490689783
0.5701967704178796, 2.9406742368083223
0.43860151346232035, 3.8550537316787783
0.9883738380592262, 4.2907888535203025
0.10204481074802807, 2.337964990518435
0.2088767560948347, 1.990784189905623
0.16130951788499626, 3.1603618486014886
0.6531083254653984, 4.535915793011137
0.2532916025397821, 2.5515760520413515
0.4663107728563063, 3.794939031230564
0.24442559200160274, 1.6402152672743022
0.15896958364551972, 0.9856511582309535
0.11037514116430513, 2.7705171247574523
0.6563295894652734, 4.135662263768349
0.1381829513486138, 3.049580290937948
0.1965823616800535, 4.972891859904102
0.3687251706609641, 4.0506549989733065
0.8209932298479351, 3.550157464099647
0.09710127579306127, 3.408320115475037
0.8379449074988039, 3.197927311984891
0.09609840789396307, 1.8267106188671802
0.9764594650133958, 4.861136789715556
0.4686512016477016, 5.119296326592472
0.9767610881903371, 4.185528442522571
0.604845519745046, 2.9880980205761234
0.7392635793983017, 4.119338213769473
0.039187792254320675, 1.4540850904008544
0.2828069625764096, 3.9750568098357357
0.1201965612131689, 1.2806581752760835
0.29614019752214493, 1.7409519401553326
0.11872771895424405, 1.9183631121182982
0.317983179393976, 2.455917087489623
0.41426299451466997, 5.172321037360995
0.06414749634878436, 3.141863295972114
0.6924721193700198, 4.164967599495251
0.5666014542065752, 2.4743688437895575
0.2653894909394454, 3.6405314492198833
0.5232480534666997, 2.5695288130105345
0.09394051075844168, 0.7370504354977134
0.5759464955561793, 4.915869279020839
0.9292961975762141, 5.104831204653491
0.31856895245132366, 3.87656568113479
0.6674103799636817, 4.320958792834066
0.13179786240439217, 3.252224199115868
0.7163272041185655, 3.49795601905555
0.2894060929472011, 1.8339754370571386
0.18319136200711683, 3.2311686043029777
0.5865129348100832, 2.9561291402564085
0.020107546187493552, 1.3707728608122798
0.8289400292173631, 4.031287584134747
0.004695476192547066, 2.031565587602698

Fitting Parameters:
y = 2.2221510774472293 + 2.9369350214020375 * X
